1	31 
2	27 
3	7 
4	15 
5	24 
6	22 
7	2 
8	6 
9	29 
10	21 
11	23 
12	10 
13	3 
14	23 
15	8 
16	2 
17	7 
18	24 
19	12 
20	8 
21	13 
22	3 
23	23 
24	5 
25	5 
26	6 
27	14 
28	11 
29	22 
30	25 
31	26 
32	12 
33	4 
34	12 
35	28 
36	28 
37	6 
38	21 
39	5 
40	31 
41	13 
42	25 
43	29 
44	4 
45	25 
46	20 
47	14 
48	18 
49	14 
50	3 
51	30 
52	10 
53	23 
54	19 
55	23 
56	27 
57	8 
58	1 
59	13 
60	17 
61	11 
62	5 
63	11 
64	11 
65	2 
66	14 
67	5 
68	21 
69	10 
70	23 
71	4 
72	29 
73	20 
74	2 
75	29 
76	13 
77	10 
78	25 
79	21 
80	9 
81	5 
82	27 
83	26 
84	21 
85	26 
86	16 
87	14 
88	28 
89	15 
90	13 
91	19 
92	2 
93	2 
94	7 
95	31 
96	14 
97	6 
98	25 
99	5 
100	13 
101	11 
102	23 
103	31 
104	4 
105	31 
106	10 
107	13 
108	31 
109	17 
110	20 
111	30 
112	30 
113	25 
114	8 
115	12 
116	17 
117	29 
118	30 
119	7 
120	25 
121	19 
122	15 
123	3 
124	31 
125	8 
126	15 
127	18 
128	10 
129	20 
130	23 
131	14 
132	9 
133	2 
134	12 
135	22 
136	26 
137	15 
138	27 
139	19 
140	30 
141	24 
142	2 
143	4 
144	19 
145	26 
146	10 
147	25 
148	12 
149	9 
150	27 
151	21 
152	12 
153	24 
154	3 
155	9 
156	15 
157	1 
158	6 
159	27 
160	16 
161	30 
162	23 
163	9 
164	18 
165	6 
166	19 
167	22 
168	8 
169	17 
170	18 
171	31 
172	4 
173	19 
174	11 
175	4 
176	5 
177	22 
178	30 
179	7 
180	1 
181	8 
182	16 
183	25 
184	10 
185	8 
186	30 
187	3 
188	1 
189	7 
190	5 
191	1 
192	5 
193	3 
194	22 
195	21 
196	13 
197	18 
198	16 
199	10 
200	4 
201	2 
202	5 
203	21 
204	1 
205	2 
206	3 
207	10 
208	31 
209	24 
210	25 
211	31 
212	27 
213	6 
214	30 
215	13 
216	14 
217	11 
218	15 
219	8 
220	16 
221	26 
222	2 
223	13 
224	11 
225	23 
226	17 
227	6 
228	30 
229	18 
230	18 
231	20 
232	21 
233	27 
234	13 
235	3 
236	5 
237	24 
238	15 
239	3 
240	9 
241	12 
242	11 
243	10 
244	30 
245	7 
246	6 
247	29 
248	21 
249	13 
250	23 
251	19 
252	26 
253	21 
254	16 
255	20 
256	6 
257	2 
258	13 
259	8 
260	16 
261	10 
262	10 
263	16 
264	28 
265	12 
266	25 
267	14 
268	22 
269	18 
270	31 
271	3 
272	13 
273	10 
274	31 
275	7 
276	24 
277	1 
278	5 
279	30 
280	22 
281	15 
282	30 
283	2 
284	22 
285	24 
286	25 
287	24 
288	28 
289	9 
290	3 
291	21 
292	19 
293	19 
294	13 
295	26 
296	6 
297	4 
298	21 
299	14 
300	5 
301	5 
302	30 
303	13 
304	25 
305	15 
306	4 
307	17 
308	27 
309	18 
310	20 
311	10 
312	17 
313	2 
314	17 
315	3 
316	22 
317	17 
318	14 
319	5 
320	9 
321	16 
322	23 
323	22 
324	20 
325	17 
326	18 
327	6 
328	3 
329	5 
330	27 
331	14 
332	21 
333	15 
334	27 
335	9 
336	30 
337	31 
338	28 
339	11 
340	17 
341	13 
342	15 
343	29 
344	30 
345	15 
346	24 
347	21 
348	20 
349	4 
350	14 
351	29 
352	11 
353	9 
354	30 
355	12 
356	9 
357	29 
358	9 
359	11 
360	18 
361	8 
362	2 
363	11 
364	29 
365	21 
366	12 
367	31 
368	22 
369	6 
370	1 
371	17 
372	12 
373	10 
374	23 
375	15 
376	23 
377	31 
378	2 
379	31 
380	2 
381	16 
382	29 
383	20 
384	25 
385	11 
386	28 
387	16 
388	3 
389	8 
390	15 
391	8 
392	1 
393	15 
394	11 
395	29 
396	17 
397	5 
398	16 
399	19 
400	26 
401	23 
402	3 
403	22 
404	15 
405	15 
406	26 
407	1 
408	28 
409	8 
410	23 
411	6 
412	1 
413	1 
414	20 
415	11 
416	29 
417	16 
418	17 
419	29 
420	30 
421	30 
422	17 
423	13 
424	18 
425	4 
426	8 
427	18 
428	3 
429	27 
430	3 
431	29 
432	28 
433	30 
434	11 
435	30 
436	11 
437	21 
438	29 
439	11 
440	7 
441	13 
442	5 
443	27 
444	11 
445	14 
446	27 
447	24 
448	20 
449	11 
450	28 
451	1 
452	22 
453	29 
454	5 
455	11 
456	12 
457	21 
458	22 
459	3 
460	28 
461	4 
462	30 
463	15 
464	8 
465	13 
