1	228
1	262
1	343
1	399
1	511
1	525
1	536
1	637
1	715
1	735
1	785
1	854
1	880
1	949
1	993
1	997
2	359
2	373
2	396
2	441
2	494
2	505
2	569
2	686
2	694
2	698
2	815
2	849
2	926
2	945
2	977
2	982
3	145
3	237
3	360
3	404
3	480
3	565
3	700
3	732
3	737
3	751
3	773
3	879
3	888
3	920
3	965
3	996
4	199
4	274
4	416
4	419
4	495
4	670
4	777
4	873
4	887
4	906
4	973
4	976
4	980
4	982
4	988
4	991
5	99
5	271
5	276
5	617
5	660
5	665
5	667
5	671
5	683
5	755
5	790
5	838
5	860
5	864
5	907
5	910
6	124
6	348
6	523
6	543
6	596
6	642
6	643
6	760
6	775
6	834
6	872
6	892
6	943
6	949
6	954
6	967
7	105
7	215
7	236
7	329
7	357
7	429
7	482
7	499
7	612
7	637
7	677
7	855
7	890
7	936
7	963
7	974
8	113
8	144
8	197
8	253
8	260
8	430
8	455
8	567
8	652
8	677
8	742
8	756
8	786
8	813
8	913
8	934
9	70
9	164
9	184
9	549
9	584
9	605
9	645
9	669
9	758
9	770
9	801
9	828
9	918
9	947
9	948
9	949
10	207
10	598
10	648
10	650
10	665
10	693
10	706
10	807
10	843
10	859
10	890
10	896
10	903
10	922
10	929
10	980
11	52
11	91
11	126
11	282
11	320
11	453
11	536
11	626
11	663
11	680
11	771
11	815
11	820
11	893
11	920
11	969
12	153
12	209
12	238
12	369
12	413
12	571
12	638
12	662
12	779
12	836
12	897
12	902
12	915
12	990
12	995
12	999
13	22
13	207
13	360
13	401
13	493
13	507
13	649
13	691
13	700
13	732
13	861
13	879
13	888
13	904
13	920
13	953
14	224
14	258
14	422
14	437
14	466
14	629
14	632
14	702
14	804
14	858
14	894
14	936
14	951
14	969
14	996
14	1000
15	328
15	396
15	697
15	730
15	738
15	789
15	795
15	812
15	850
15	884
15	901
15	937
15	949
15	953
15	978
15	995
16	367
16	555
16	573
16	607
16	646
16	767
16	782
16	784
16	791
16	793
16	824
16	832
16	907
16	914
16	954
16	974
17	270
17	309
17	632
17	642
17	643
17	702
17	711
17	727
17	765
17	821
17	832
17	838
17	904
17	922
17	958
17	964
18	48
18	163
18	408
18	464
18	577
18	672
18	704
18	784
18	785
18	796
18	870
18	873
18	916
18	939
18	979
18	988
19	193
19	267
19	295
19	439
19	456
19	580
19	608
19	612
19	682
19	776
19	781
19	810
19	910
19	925
19	931
19	953
20	217
20	345
20	465
20	533
20	638
20	790
20	830
20	861
20	863
20	899
20	929
20	930
20	935
20	961
20	966
20	989
21	24
21	251
21	260
21	314
21	456
21	510
21	610
21	640
21	724
21	750
21	876
21	895
21	914
21	971
21	997
21	998
22	207
22	237
22	473
22	624
22	637
22	662
22	700
22	732
22	737
22	773
22	790
22	866
22	879
22	888
22	920
22	977
23	9
23	63
23	161
23	219
23	370
23	498
23	501
23	605
23	681
23	793
23	801
23	804
23	822
23	947
23	948
23	949
24	66
24	264
24	427
24	467
24	523
24	554
24	566
24	642
24	689
24	846
24	872
24	883
24	892
24	943
24	949
24	958
25	6
25	327
25	523
25	585
25	760
25	809
25	846
25	872
25	880
25	892
25	916
25	931
25	943
25	949
25	966
25	986
26	4
26	5
26	30
26	113
26	197
26	291
26	388
26	418
26	466
26	712
26	856
26	894
26	959
26	969
26	979
26	996
27	269
27	274
27	497
27	548
27	582
27	616
27	682
27	713
27	733
27	745
27	773
27	826
27	830
27	879
27	923
27	957
28	55
28	117
28	149
28	192
28	538
28	545
28	659
28	743
28	757
28	792
28	794
28	860
28	864
28	910
28	918
28	950
29	30
29	44
29	138
29	272
29	418
29	584
29	727
29	776
29	789
29	811
29	856
29	875
29	893
29	925
29	931
29	953
30	62
30	242
30	295
30	413
30	447
30	540
30	682
30	776
30	810
30	871
30	925
30	933
30	953
30	963
30	999
30	1000
31	174
31	214
31	329
31	627
31	696
31	740
31	866
31	897
31	902
31	915
31	926
31	975
31	987
31	990
31	995
31	999
32	8
32	423
32	476
32	520
32	561
32	666
32	704
32	752
32	756
32	810
32	839
32	863
32	912
32	941
32	952
32	994
33	52
33	330
33	631
33	716
33	719
33	744
33	816
33	818
33	905
33	918
33	924
33	960
33	973
33	985
33	986
33	998
34	35
34	101
34	122
34	379
34	499
34	699
34	752
34	778
34	806
34	904
34	921
34	925
34	936
34	963
34	974
34	1000
35	54
35	152
35	323
35	470
35	497
35	546
35	582
35	713
35	733
35	746
35	748
35	765
35	796
35	906
35	923
35	980
36	343
36	386
36	571
36	613
36	619
36	672
36	889
36	890
36	941
36	971
36	973
36	976
36	980
36	988
36	991
36	993
37	148
37	168
37	229
37	347
37	355
37	478
37	485
37	559
37	705
37	764
37	859
37	889
37	968
37	984
37	990
37	993
38	121
38	134
38	608
38	655
38	786
38	787
38	836
38	839
38	866
38	897
38	902
38	915
38	978
38	990
38	995
38	999
39	188
39	266
39	275
39	523
39	553
39	637
39	717
39	773
39	843
39	857
39	891
39	909
39	952
39	956
39	976
39	986
40	92
40	157
40	278
40	302
40	519
40	524
40	556
40	621
40	627
40	656
40	830
40	833
40	861
40	910
40	962
40	978
41	64
41	287
41	339
41	375
41	411
41	482
41	485
41	601
41	749
41	779
41	798
41	840
41	848
41	856
41	877
41	950
42	79
42	137
42	218
42	302
42	334
42	424
42	710
42	791
42	829
42	831
42	885
42	889
42	906
42	939
42	988
42	991
43	115
43	122
43	213
43	296
43	309
43	562
43	608
43	685
43	727
43	832
43	850
43	891
43	907
43	958
43	964
43	967
44	125
44	155
44	248
44	267
44	312
44	330
44	398
44	529
44	682
44	765
44	776
44	810
44	902
44	931
44	953
44	1000
45	95
45	168
45	208
45	354
45	464
45	511
45	586
45	734
45	772
45	792
45	859
45	876
45	961
45	967
45	993
45	994
46	72
46	228
46	262
46	367
46	502
46	540
46	596
46	735
46	769
46	854
46	880
46	911
46	920
46	940
46	953
46	982
47	64
47	337
47	531
47	538
47	552
47	583
47	647
47	653
47	718
47	767
47	812
47	900
47	907
47	966
47	985
47	994
48	157
48	278
48	292
48	522
48	524
48	546
48	723
48	762
48	774
48	848
48	877
48	917
48	935
48	962
48	978
48	998
49	5
49	130
49	222
49	230
49	506
49	538
49	771
49	775
49	805
49	892
49	918
49	919
49	932
49	943
49	964
49	965
50	75
50	210
50	435
50	472
50	508
50	766
50	782
50	803
50	851
50	861
50	921
50	938
50	954
50	974
50	987
50	1000
51	105
51	292
51	399
51	454
51	522
51	597
51	621
51	762
51	766
51	885
51	894
51	936
51	948
51	957
51	977
51	978
52	436
52	509
52	716
52	736
52	816
52	818
52	822
52	832
52	905
52	908
52	924
52	960
52	972
52	985
52	986
52	998
53	128
53	216
53	377
53	467
53	472
53	480
53	542
53	604
53	778
53	842
53	869
53	899
53	930
53	951
53	955
53	983
54	27
54	303
54	323
54	338
54	445
54	486
54	521
54	546
54	574
54	583
54	639
